Site;Chronicle;Rate;H Error
17.0;0.0;300.0;0.235479689088935
17.0;0.0;330.0;0.2338981332650584
17.0;0.0;365.0;0.2335533325873067
17.0;0.0;550.0;0.2797390910506027
17.0;0.0;640.0;0.272474435430279
17.0;0.0;730.0;0.2945531520453903
17.0;0.0;1000.0;0.2879497458239944
17.0;0.0;1500.0;0.3136293421166833
17.0;0.0;2000.0;0.35737394615816
17.0;0.0;2250.0;0.3393159415956775
17.0;0.0;3000.0;0.385535287772176
17.0;0.0;3182.0;0.3745541726439292
17.0;0.0;3652.0;0.360705584925762
18.0;0.0;1.0;0.0
18.0;0.0;2.0;0.0016343316961933
18.0;0.0;7.0;0.005121275722781
18.0;0.0;15.0;0.0083868069408391
18.0;0.0;21.0;0.0103401025068759
18.0;0.0;30.0;0.013022431319224
18.0;0.0;45.0;0.0176016239315654
18.0;0.0;50.0;0.0184301129076335
18.0;0.0;60.0;0.0207932237891045
18.0;0.0;75.0;0.0236715852474286
18.0;0.0;90.0;0.0274766933281444
18.0;0.0;100.0;0.0298563797653111
18.0;0.0;125.0;0.0342707370975021
18.0;0.0;150.0;0.0371139385256656
18.0;0.0;182.0;0.0455999859724022
18.0;0.0;200.0;0.0415799956325019
18.0;0.0;250.0;0.0465683986285258
18.0;0.0;300.0;0.0475726521968069
18.0;0.0;330.0;0.0475380767596782
18.0;0.0;365.0;0.0481160170316837
18.0;0.0;550.0;0.0489711306387264
18.0;0.0;640.0;0.0492713675456951
18.0;0.0;730.0;0.0497953805544372
18.0;0.0;1000.0;0.0496331938629077
18.0;0.0;1500.0;0.0507208499426089
18.0;0.0;2000.0;0.0510039715036726
18.0;0.0;2250.0;0.0509764643146258
18.0;0.0;3000.0;0.0517286126819821
18.0;0.0;3182.0;0.0517182968701426
18.0;0.0;3652.0;0.0515095706017609
19.0;0.0;1.0;0.0
19.0;0.0;2.0;0.0072548607901231
19.0;0.0;7.0;0.0313874267323508
19.0;0.0;15.0;0.0510183289905755
19.0;0.0;21.0;0.064328608386753
19.0;0.0;30.0;0.0866235149493999
19.0;0.0;45.0;0.1194574550329494
19.0;0.0;50.0;0.1313613472333877
19.0;0.0;60.0;0.152162987955307
19.0;0.0;75.0;0.1701765068900256
19.0;0.0;90.0;0.2019039969055668
19.0;0.0;100.0;0.2125258932220959
19.0;0.0;125.0;0.2530179111076082
19.0;0.0;150.0;0.2680949006101948
19.0;0.0;182.0;0.3536643637347382
19.0;0.0;200.0;0.3253392003698516
19.0;0.0;250.0;0.4087089639478045
19.0;0.0;300.0;0.4205444248703545
19.0;0.0;330.0;0.4166164199836191
19.0;0.0;365.0;0.4183549524657499
19.0;0.0;550.0;0.4374146158115595
19.0;0.0;640.0;0.4388664683208975
19.0;0.0;730.0;0.4604984753848192
19.0;0.0;1000.0;0.4550910862877314
19.0;0.0;1500.0;0.454996234122652
19.0;0.0;2000.0;0.4708378004954254
19.0;0.0;2250.0;0.4673914484169321
19.0;0.0;3000.0;0.4932030017023003
19.0;0.0;3182.0;0.4894907706392651
19.0;0.0;3652.0;0.4840729088696178
20.0;0.0;1.0;0.0
20.0;0.0;2.0;0.0029849962343305
20.0;0.0;7.0;0.012403614336042
20.0;0.0;15.0;0.0199976907900657
20.0;0.0;21.0;0.0266809929303389
20.0;0.0;30.0;0.0363035232843364
20.0;0.0;45.0;0.0508645338657776
20.0;0.0;50.0;0.0583231261672882
20.0;0.0;60.0;0.0690811583444499
20.0;0.0;75.0;0.0760837005891203
20.0;0.0;90.0;0.0939738204160915
20.0;0.0;100.0;0.0910601462720121
20.0;0.0;125.0;0.1129632440184654
20.0;0.0;150.0;0.1261869534845578
20.0;0.0;182.0;0.1580830569715796
20.0;0.0;200.0;0.1464303890735892
20.0;0.0;250.0;0.1880474462834642
20.0;0.0;300.0;0.19100984953272
20.0;0.0;330.0;0.1866694313133573
20.0;0.0;365.0;0.1939241683831579
20.0;0.0;550.0;0.2504052353129594
20.0;0.0;640.0;0.2290606012687614
20.0;0.0;730.0;0.2536156515933963
20.0;0.0;1000.0;0.2498623681359068
20.0;0.0;1500.0;0.285811688126033
20.0;0.0;2000.0;0.3375213561863602
20.0;0.0;2250.0;0.3112706111122935
20.0;0.0;3000.0;0.3622974359695982
20.0;0.0;3182.0;0.3570032360637205
20.0;0.0;3652.0;0.3341612039576478
21.0;0.0;1.0;0.0
21.0;0.0;2.0;0.0035131589647779
21.0;0.0;7.0;0.0149255446543165
21.0;0.0;15.0;0.0243226242378097
21.0;0.0;21.0;0.0283608617454513
21.0;0.0;30.0;0.0354389533967742
21.0;0.0;45.0;0.0529736742793725
21.0;0.0;50.0;0.055579902660981
21.0;0.0;60.0;0.0677394370248157
21.0;0.0;75.0;0.0773218887357087
21.0;0.0;90.0;0.0986127877393275
21.0;0.0;100.0;0.1013432341728302
21.0;0.0;125.0;0.1285652403262184
21.0;0.0;150.0;0.1388966970150257
21.0;0.0;182.0;0.2030774731975679
21.0;0.0;200.0;0.1702720223006308
21.0;0.0;250.0;0.2168390082605703
21.0;0.0;300.0;0.2539310456769126
21.0;0.0;330.0;0.2519273818353836
21.0;0.0;365.0;0.2486389168180759
21.0;0.0;550.0;0.3036894554861905
21.0;0.0;640.0;0.2742651042789552
21.0;0.0;730.0;0.3009557777986608
21.0;0.0;1000.0;0.3146841431668731
21.0;0.0;1500.0;0.3328016324883033
21.0;0.0;2000.0;0.3705378524160527
21.0;0.0;2250.0;0.3499416954327068
21.0;0.0;3000.0;0.3823169078104938
21.0;0.0;3182.0;0.3712760473567065
21.0;0.0;3652.0;0.359974227568413
22.0;0.0;1.0;0.0
22.0;0.0;2.0;0.0025623977304338
22.0;0.0;7.0;0.0102307056616175
22.0;0.0;15.0;0.016921841546297
22.0;0.0;21.0;0.0201106430556624
22.0;0.0;30.0;0.026952018249273
22.0;0.0;45.0;0.0376185748109791
22.0;0.0;50.0;0.0397303685938086
22.0;0.0;60.0;0.0645456550744625
22.0;0.0;75.0;0.0720847793771322
22.0;0.0;90.0;0.0665826349200478
22.0;0.0;100.0;0.0673529852309897
22.0;0.0;125.0;0.0860241819163684
22.0;0.0;150.0;0.0946198779296581
22.0;0.0;182.0;0.1331744246574456
22.0;0.0;200.0;0.1178298772147628
22.0;0.0;250.0;0.1498690356351099
22.0;0.0;300.0;0.1699413290044018
22.0;0.0;330.0;0.2351711410512106
22.0;0.0;365.0;0.159802943245865
22.0;0.0;550.0;0.2833658356427761
22.0;0.0;640.0;0.27816750247731
22.0;0.0;730.0;0.2160474341072332
22.0;0.0;1000.0;0.2073949032791446
22.0;0.0;1500.0;0.3418700834101231
22.0;0.0;2000.0;0.2548006747120773
22.0;0.0;2250.0;0.3656788075003077
22.0;0.0;3000.0;0.400594821190477
22.0;0.0;3182.0;0.4038267039116183
22.0;0.0;3652.0;0.2821658600269947
23.0;0.0;1.0;0.0
23.0;0.0;2.0;0.0042627925995811
23.0;0.0;7.0;0.0205161496721075
23.0;0.0;15.0;0.0366402702589686
23.0;0.0;21.0;0.0445573756027822
23.0;0.0;30.0;0.0601751122032808
23.0;0.0;45.0;0.0870957555825631
23.0;0.0;50.0;0.0951034486697061
23.0;0.0;60.0;0.1143484192257352
23.0;0.0;75.0;0.1328327877448585
23.0;0.0;90.0;0.1655578430692754
23.0;0.0;100.0;0.1692249750174506
23.0;0.0;125.0;0.2170686919201381
23.0;0.0;150.0;0.243117417436837
23.0;0.0;182.0;0.3272893303727391
23.0;0.0;200.0;0.2981333691677334
23.0;0.0;250.0;0.3699636187023971
23.0;0.0;300.0;0.3957478401084085
23.0;0.0;330.0;0.3784148785716359
23.0;0.0;365.0;0.3934913033998186
23.0;0.0;550.0;0.4397978830186538
23.0;0.0;640.0;0.4522841375263631
23.0;0.0;730.0;0.4658165624744712
23.0;0.0;1000.0;0.4596070794110204
23.0;0.0;1500.0;0.5225743206267676
23.0;0.0;2000.0;0.5321775835022754
23.0;0.0;2250.0;0.5234759703350885
23.0;0.0;3000.0;0.5519193873047048
23.0;0.0;3182.0;0.5612225193414344
23.0;0.0;3652.0;0.5528061260026178
24.0;0.0;1.0;0.0
24.0;0.0;2.0;0.0024067949762981
24.0;0.0;7.0;0.011770072135544
24.0;0.0;15.0;0.0171827109142819
24.0;0.0;21.0;0.0216848003655944
24.0;0.0;30.0;0.0306645078478985
24.0;0.0;45.0;0.049342016507786
24.0;0.0;50.0;0.0476411869047285
24.0;0.0;60.0;0.0641990374270417
24.0;0.0;75.0;0.0806796201739536
24.0;0.0;90.0;0.101023784559261
24.0;0.0;100.0;0.0984076944225218
24.0;0.0;125.0;0.1370918687630923
24.0;0.0;150.0;0.1870173308914518
24.0;0.0;182.0;0.260205628970361
24.0;0.0;200.0;0.2260160286056096
24.0;0.0;250.0;0.3043241962453844
24.0;0.0;300.0;0.3279873989598567
24.0;0.0;330.0;0.335085492532492
24.0;0.0;365.0;0.3600814737994693
24.0;0.0;550.0;0.527697964993193
24.0;0.0;640.0;0.4549438062668615
24.0;0.0;730.0;0.5264062859373333
24.0;0.0;1000.0;0.5098656441379303
24.0;0.0;1500.0;0.6107196505141047
24.0;0.0;2000.0;0.6928083210115885
24.0;0.0;2250.0;0.6180037592650658
24.0;0.0;3000.0;0.6679583225371815
24.0;0.0;3182.0;0.6947819002805077
24.0;0.0;3652.0;0.6827578327244789
25.0;0.0;1.0;0.0
25.0;0.0;2.0;0.0027349948639427
25.0;0.0;7.0;0.0113878859696152
25.0;0.0;15.0;0.0187211426933887
25.0;0.0;21.0;0.0215734968920435
25.0;0.0;30.0;0.0289246948751953
25.0;0.0;45.0;0.041102955397555
25.0;0.0;50.0;0.0445306891466073
25.0;0.0;60.0;0.0526636854739381
25.0;0.0;75.0;0.0590759045912023
25.0;0.0;90.0;0.0734978659430122
25.0;0.0;100.0;0.0761329268533129
25.0;0.0;125.0;0.0940222321495014
25.0;0.0;150.0;0.1039403464286009
25.0;0.0;182.0;0.137609810009888
25.0;0.0;200.0;0.1231912692267878
25.0;0.0;250.0;0.151227080936505
25.0;0.0;300.0;0.1602705800677911
25.0;0.0;330.0;0.1581435516270639
25.0;0.0;365.0;0.1586114600447141
25.0;0.0;550.0;0.1897797908787347
25.0;0.0;640.0;0.1825449031886264
25.0;0.0;730.0;0.1940339436318247
25.0;0.0;1000.0;0.1915446575813428
25.0;0.0;1500.0;0.2150830469147377
25.0;0.0;2000.0;0.2322406320607259
25.0;0.0;2250.0;0.2216632137866508
25.0;0.0;3000.0;0.2433769089070131
25.0;0.0;3182.0;0.2455237770335481
25.0;0.0;3652.0;0.2399666736275057
27.0;0.0;1.0;0.0
27.0;0.0;2.0;0.0038632200348545
27.0;0.0;7.0;0.0167692720000393
27.0;0.0;15.0;0.0275266544684301
27.0;0.0;21.0;0.0362406537893529
27.0;0.0;30.0;0.0493077354091983
27.0;0.0;45.0;0.0683608947944847
27.0;0.0;50.0;0.0763259694301895
27.0;0.0;60.0;0.089410937081037
27.0;0.0;75.0;0.0972403971442618
27.0;0.0;90.0;0.1184679900139628
27.0;0.0;100.0;0.1170704444702755
27.0;0.0;125.0;0.1392037433886855
27.0;0.0;150.0;0.1561507283224121
27.0;0.0;182.0;0.1933872963131468
27.0;0.0;200.0;0.1839071074495252
27.0;0.0;250.0;0.2239786653437967
27.0;0.0;300.0;0.2303889564962237
27.0;0.0;330.0;0.233469602468923
27.0;0.0;365.0;0.2420824054153631
27.0;0.0;550.0;0.3429126283555796
27.0;0.0;640.0;0.2926432537380511
27.0;0.0;730.0;0.3365885671267685
27.0;0.0;1000.0;0.3257647024318906
27.0;0.0;1500.0;0.3803679422019871
27.0;0.0;2000.0;0.5110172962102574
27.0;0.0;2250.0;0.4176733019529725
27.0;0.0;3000.0;0.4866489497917478
27.0;0.0;3182.0;0.4921911467050721
27.0;0.0;3652.0;0.4808045723297416
28.0;0.0;1.0;0.0
28.0;0.0;2.0;0.004606022446235
28.0;0.0;7.0;0.0195617896314203
28.0;0.0;15.0;0.0319885858032781
28.0;0.0;21.0;0.0410582607284802
28.0;0.0;30.0;0.056126814949097
28.0;0.0;45.0;0.0812657194593464
28.0;0.0;50.0;0.0912401650277275
28.0;0.0;60.0;0.1091863841584183
28.0;0.0;75.0;0.1233338082751952
28.0;0.0;90.0;0.1550749403945858
28.0;0.0;100.0;0.1474016199990776
28.0;0.0;125.0;0.188016198302009
28.0;0.0;150.0;0.2111010197976648
28.0;0.0;182.0;0.266160749072908
28.0;0.0;200.0;0.2436590372318573
28.0;0.0;250.0;0.325012835075598
28.0;0.0;300.0;0.3211969146190728
28.0;0.0;330.0;0.3125411958396453
28.0;0.0;365.0;0.3230017153258779
28.0;0.0;550.0;0.4052281190426907
28.0;0.0;640.0;0.3807789247855543
28.0;0.0;730.0;0.4079307738773825
28.0;0.0;1000.0;0.4219949440670697
28.0;0.0;1500.0;0.4576778845002039
28.0;0.0;2000.0;0.542576998774636
28.0;0.0;2250.0;0.4978136617306952
28.0;0.0;3000.0;0.5748957281211463
28.0;0.0;3182.0;0.5733813251570867
28.0;0.0;3652.0;0.5555097219092765
29.0;0.0;1.0;0.0
29.0;0.0;2.0;0.0046567319144672
29.0;0.0;7.0;0.017704189066114
29.0;0.0;15.0;0.0295423507787042
29.0;0.0;21.0;0.0361403481472102
29.0;0.0;30.0;0.0532782227856177
29.0;0.0;45.0;0.0733820123933489
29.0;0.0;50.0;0.0682501634306618
29.0;0.0;60.0;0.0898624533026975
29.0;0.0;75.0;0.0850413070264584
29.0;0.0;90.0;0.098923572533551
29.0;0.0;100.0;0.1242671106670174
29.0;0.0;125.0;0.1242236260781915
29.0;0.0;150.0;0.1532746352500239
29.0;0.0;182.0;0.1766235976068475
29.0;0.0;200.0;0.1791860850811487
29.0;0.0;250.0;0.2167035087073652
29.0;0.0;300.0;0.2230545296000791
29.0;0.0;330.0;0.2195995245047269
29.0;0.0;365.0;0.1971545989174654
29.0;0.0;550.0;0.2052516236177522
29.0;0.0;640.0;0.232456031812312
29.0;0.0;730.0;0.2433264378162048
29.0;0.0;1000.0;0.210804160083074
29.0;0.0;1500.0;0.2202356561293893
29.0;0.0;2000.0;0.225675488337138
29.0;0.0;2250.0;0.2532129465631801
29.0;0.0;3000.0;0.2353731616011649
29.0;0.0;3182.0;0.2631964803253586
29.0;0.0;3652.0;0.2301542255238992
30.0;0.0;1.0;0.0
30.0;0.0;2.0;0.0022608700745166
30.0;0.0;7.0;0.0081883475743393
30.0;0.0;15.0;0.0135065388423718
30.0;0.0;21.0;0.0166461491398893
30.0;0.0;30.0;0.0218219316716011
30.0;0.0;45.0;0.0296167372229811
30.0;0.0;50.0;0.0313984610443821
30.0;0.0;60.0;0.0359401235490258
30.0;0.0;75.0;0.0397819268309972
30.0;0.0;90.0;0.0470231990120249
30.0;0.0;100.0;0.0491261932172611
30.0;0.0;125.0;0.0584522784532707
30.0;0.0;150.0;0.0639819834335783
30.0;0.0;182.0;0.0830117928014303
30.0;0.0;200.0;0.0744095208698227
30.0;0.0;250.0;0.0913408821049051
30.0;0.0;300.0;0.0984005804138298
30.0;0.0;330.0;0.0935963638185625
30.0;0.0;365.0;0.0943415440641389
30.0;0.0;550.0;0.1131942234267472
30.0;0.0;640.0;0.1129257084626081
30.0;0.0;730.0;0.1194789148185668
30.0;0.0;1000.0;0.1185836645158769
30.0;0.0;1500.0;0.1388535078708588
30.0;0.0;2000.0;0.1427339116391285
30.0;0.0;2250.0;0.1508978531772905
30.0;0.0;3000.0;0.1615723973038447
30.0;0.0;3182.0;0.1657459171757704
30.0;0.0;3652.0;0.168161841624186
